,nuts,original_code,original_name,eurocrops,source,4o,hermes
1624,dk,500,Buske og tr{er,Buske og træer,gpt-4o,Buske og træer,
1625,dk,500,Buske og træer,Buske og træer,original_name,Buske og træer,
1626,dk,502,0,Blomsterløg,gpt-4o,Blomsterløg,
1627,dk,502,Blomsterl|g,Blomsterløg,gpt-4o,Blomsterløg,
1628,dk,502,Blomsterløg,Blomsterløg,original_name,Blomsterløg,
1629,dk,503,0,En- og to-årige planter,gpt-4o,En- og to-årige planter,
1630,dk,503,En- og to-}rige planter,En- og to-årige planter,gpt-4o,En- og to-årige planter,
1631,dk,503,En- og to-årige plan,En- og to-årige planter,gpt-4o,En- og to-årige planter,
1632,dk,503,En- og to-årige planter,En- og to-årige planter,original_name,En- og to-årige planter,
1633,dk,504,"Solbær, stiklingeopf","Solbær, stiklingeopformering",gpt-4o,"Solbær, stiklingeopformering",
1634,dk,504,"Solbær, stiklingeopformering","Solbær, stiklingeopformering",original_name,"Solbær, stiklingeopformering",
1635,dk,508,Andre af slægten Vaccinium,"Tyttebær, tranebær o",gpt-4o,"Tyttebær, tranebær o",
1636,dk,508,"Tyttebær, tranebær o","Tyttebær, tranebær o",original_name,"Tyttebær, tranebær o",
1637,dk,509,Kvæde,Trækvæde,gpt-4o,Trækvæde,
1638,dk,509,Trækvæde,Trækvæde,original_name,Trækvæde,
1639,dk,510,Melon,Melon.,gpt-4o,Melon.,
1640,dk,510,Melon.,Melon.,original_name,Melon.,
1641,dk,511,Gr{skar.,Græskar.,gpt-4o,Græskar.,
1642,dk,511,Græskar,Græskar.,gpt-4o,Græskar.,
1643,dk,511,Græskar.,Græskar.,original_name,Græskar.,
1644,dk,512,0,Rabarber,manual,,
1645,dk,512,Rabarber,Rabarber,original_name,,
1646,dk,513,0,Jordbær,gpt-4o,Jordbær,
1647,dk,513,Jordb{r,Jordbær,gpt-4o,Jordbær,
1648,dk,513,Jordbær,Jordbær,original_name,Jordbær,
1649,dk,514,0,Solbær,gpt-4o,Solbær,
1650,dk,514,Solb{r,Solbær,gpt-4o,Solbær,
1651,dk,514,Solbær,Solbær,original_name,Solbær,
1652,dk,515,0,Ribs,manual,,
1653,dk,515,Ribs,Ribs,original_name,,
1654,dk,516,Stikkelsb{r,Stikkelsbær,gpt-4o,Stikkelsbær,
1655,dk,516,Stikkelsbær,Stikkelsbær,original_name,Stikkelsbær,
1656,dk,517,Bromb{r,Bromb{r,original_name,Bromb{r,
1657,dk,517,Brombær,Bromb{r,gpt-4o,Bromb{r,
1658,dk,518,0,Hindbær,gpt-4o,Hindbær,
1659,dk,518,Hindb{r,Hindbær,gpt-4o,Hindbær,
1660,dk,518,Hindbær,Hindbær,original_name,Hindbær,
1661,dk,519,Bl}b{r,Blåbær,gpt-4o,Blåbær,
1662,dk,519,Blåbær,Blåbær,original_name,Blåbær,
1663,dk,52,0,Quinoa,manual,,
1664,dk,52,Quinoa,Quinoa,original_name,,
1665,dk,520,0,Surkirsebær uden undervækst af græs,gpt-4o,Surkirsebær uden undervækst af græs,
1666,dk,520,Kirseb{r uden underv{kst,Surkirsebær uden undervækst af græs,gpt-4o,Surkirsebær uden undervækst af græs,
1667,dk,520,Kirsebær uden undervækst,Surkirsebær uden undervækst af græs,gpt-4o,Surkirsebær uden undervækst af græs,
1668,dk,520,Surkirsebær uden und,Surkirsebær uden undervækst af græs,gpt-4o,Surkirsebær uden undervækst af græs,
1669,dk,520,Surkirsebær uden undervækst af græs,Surkirsebær uden undervækst af græs,original_name,Surkirsebær uden undervækst af græs,
1670,dk,521,0,Surkirsebær med undervækst af græs,gpt-4o,Surkirsebær med undervækst af græs,
1671,dk,521,Kirseb{r underv{kst,Surkirsebær med undervækst af græs,gpt-4o,Surkirsebær med undervækst af græs,
1672,dk,521,Kirsebær undervækst,Surkirsebær med undervækst af græs,gpt-4o,Surkirsebær med undervækst af græs,
1673,dk,521,Surkirsebær med unde,Surkirsebær med undervækst af græs,gpt-4o,Surkirsebær med undervækst af græs,
1674,dk,521,Surkirsebær med undervækst af græs,Surkirsebær med undervækst af græs,original_name,Surkirsebær med undervækst af græs,
1675,dk,522,0,"Blomme, uden undervækst",gpt-4o,"Blomme, uden undervækst",
1676,dk,522,Blomme uden undervæk,"Blomme, uden undervækst",gpt-4o,"Blomme, uden undervækst",
1677,dk,522,Blomme uden undervækst af græs,"Blomme, uden undervækst",gpt-4o,"Blomme, uden undervækst",
1678,dk,522,"Blomme, uden underv{kst","Blomme, uden undervækst",gpt-4o,"Blomme, uden undervækst",
1679,dk,522,"Blomme, uden undervækst","Blomme, uden undervækst",original_name,"Blomme, uden undervækst",
1680,dk,523,Blomme med undervæks,Blomme med undervækst af græs,gpt-4o,Blomme med undervækst af græs,
1681,dk,523,Blomme med undervækst af græs,Blomme med undervækst af græs,original_name,Blomme med undervækst af græs,
1682,dk,523,"Blomme, underv{kst",Blomme med undervækst af græs,gpt-4o,Blomme med undervækst af græs,
1683,dk,523,"Blomme, undervækst",Blomme med undervækst af græs,gpt-4o,Blomme med undervækst af græs,
1684,dk,524,0,Sødkirsebær uden undervækst af græs,gpt-4o,Sødkirsebær uden undervækst af græs,
1685,dk,524,Sødkirsebær uden und,Sødkirsebær uden undervækst af græs,gpt-4o,Sødkirsebær uden undervækst af græs,
1686,dk,524,Sødkirsebær uden undervækst af græs,Sødkirsebær uden undervækst af græs,original_name,Sødkirsebær uden undervækst af græs,
1687,dk,525,0,Sødkirsebær med undervækst af græs,gpt-4o,Sødkirsebær med undervækst af græs,
1688,dk,525,Sødkirsebær med unde,Sødkirsebær med undervækst af græs,gpt-4o,Sødkirsebær med undervækst af græs,
1689,dk,525,Sødkirsebær med undervækst af græs,Sødkirsebær med undervækst af græs,original_name,Sødkirsebær med undervækst af græs,
1690,dk,527,0,Hassel (Corylus maxima),gpt-4o,Hassel (Corylus maxima),
1691,dk,527,Hassel,Hassel (Corylus maxima),gpt-4o,Hassel (Corylus maxima),
1692,dk,527,Hassel (Corylus maxima),Hassel (Corylus maxima),original_name,Hassel (Corylus maxima),
1693,dk,528,0,Æbler,gpt-4o,Æbler,
1694,dk,528,[ble,Æbler,gpt-4o,Æbler,
1695,dk,528,Æbler,Æbler,original_name,Æbler,
1696,dk,529,0,P{rer,gpt-4o,P{rer,
1697,dk,529,P{rer,P{rer,original_name,P{rer,
1698,dk,529,Pærer,P{rer,gpt-4o,P{rer,
1699,dk,530,0,Vindruer,gpt-4o,Vindruer,
1700,dk,530,Vindrue,Vindruer,gpt-4o,Vindruer,
1701,dk,530,Vindruer,Vindruer,original_name,Vindruer,
1702,dk,531,0,Anden træfrugt,gpt-4o,Anden træfrugt,
1703,dk,531,Anden tr{frugt,Anden træfrugt,gpt-4o,Anden træfrugt,
1704,dk,531,Anden træfrugt,Anden træfrugt,original_name,Anden træfrugt,
1705,dk,532,0,Anden buskfrugt.,gpt-4o,Anden buskfrugt.,
1706,dk,532,Anden buskfrugt,Anden buskfrugt.,gpt-4o,Anden buskfrugt.,
1707,dk,532,Anden buskfrugt.,Anden buskfrugt.,original_name,Anden buskfrugt.,
1708,dk,533,R|nneb{r,Rønnebær,gpt-4o,Rønnebær,
1709,dk,533,Rønnebær,Rønnebær,original_name,Rønnebær,
1710,dk,539,0,Blandet støtteberettiget frugt,gpt-4o,Blandet støtteberettiget frugt,
1711,dk,539,Blandet frugt,Blandet støtteberettiget frugt,gpt-4o,Blandet støtteberettiget frugt,
1712,dk,539,Blandet st|tteberettiget frugt,Blandet støtteberettiget frugt,gpt-4o,Blandet støtteberettiget frugt,
1713,dk,539,Blandet støtteberett,Blandet støtteberettiget frugt,gpt-4o,Blandet støtteberettiget frugt,
1714,dk,539,Blandet støtteberettiget frugt,Blandet støtteberettiget frugt,original_name,Blandet støtteberettiget frugt,
1715,dk,540,0,Tomater,gpt-4o,Tomater,
1716,dk,540,Tomat,Tomater,gpt-4o,Tomater,
1717,dk,540,Tomater,Tomater,original_name,Tomater,
1718,dk,541,Agurk,Agurker,gpt-4o,Agurker,
1719,dk,541,Agurker,Agurker,original_name,Agurker,
1720,dk,542,Salat,Salat (drivhus),gpt-4o,Salat (drivhus),
1721,dk,542,Salat (drivhus),Salat (drivhus),original_name,Salat (drivhus),
1722,dk,543,0,"Grøntsager, andre (drivhus)",gpt-4o,"Grøntsager, andre (drivhus)",
1723,dk,543,Andre gr|ntsager,"Grøntsager, andre (drivhus)",gpt-4o,"Grøntsager, andre (drivhus)",
1724,dk,543,Andre grøntsager,"Grøntsager, andre (drivhus)",gpt-4o,"Grøntsager, andre (drivhus)",
1725,dk,543,"Grøntsager, andre (drivhus)","Grøntsager, andre (drivhus)",original_name,"Grøntsager, andre (drivhus)",
1726,dk,544,0,Snitblomster og snitgrønt,gpt-4o,Snitblomster og snitgrønt,
1727,dk,544,Snitblomster / snitgr|nt,Snitblomster og snitgrønt,gpt-4o,Snitblomster og snitgrønt,
1728,dk,544,Snitblomster / snitgrønt,Snitblomster og snitgrønt,gpt-4o,Snitblomster og snitgrønt,
1729,dk,544,Snitblomster og snit,Snitblomster og snitgrønt,gpt-4o,Snitblomster og snitgrønt,
1730,dk,544,Snitblomster og snitgrønt,Snitblomster og snitgrønt,original_name,Snitblomster og snitgrønt,
1731,dk,547,0,Planteskolekulturer (stauder og vedpl.),gpt-4o,Planteskolekulturer (stauder og vedpl.),
1732,dk,547,Planteskolekulturer,Planteskolekulturer (stauder og vedpl.),gpt-4o,Planteskolekulturer (stauder og vedpl.),
1733,dk,547,Planteskolekulturer (stauder og vedpl.),Planteskolekulturer (stauder og vedpl.),original_name,Planteskolekulturer (stauder og vedpl.),
1734,dk,547,Planteskolekulturer (stauder/vedpl.),Planteskolekulturer (stauder og vedpl.),gpt-4o,Planteskolekulturer (stauder og vedpl.),
1735,dk,547,"Planteskolekulturer, stauder",Planteskolekulturer (stauder og vedpl.),gpt-4o,Planteskolekulturer (stauder og vedpl.),
1736,dk,548,Sm}planter (en-}rige),Småplanter (en-årige),gpt-4o,Småplanter (en-årige),
1737,dk,548,Småplanter (en-årige,Småplanter (en-årige),gpt-4o,Småplanter (en-årige),
1738,dk,548,Småplanter (en-årige),Småplanter (en-årige),original_name,Småplanter (en-årige),
1739,dk,548,"Småplanter, en-årige",Småplanter (en-årige),gpt-4o,Småplanter (en-årige),
1740,dk,549,Lukket system 1 (en-,Lukket system 1 (en-årige),gpt-4o,Lukket system 1 (en-årige),
1741,dk,549,Lukket system 1 (en-}rige),Lukket system 1 (en-årige),gpt-4o,Lukket system 1 (en-årige),
1742,dk,549,Lukket system 1 (en-årige),Lukket system 1 (en-årige),original_name,Lukket system 1 (en-årige),
1743,dk,549,"Lukket system 1, en-årige",Lukket system 1 (en-årige),gpt-4o,Lukket system 1 (en-årige),
1744,dk,55,0,Vårrug,manual,,
1745,dk,55,Vårrug,Vårrug,original_name,,
1746,dk,550,Lukket system 2 (sta,Lukket system 2 (stauder og vedpl.),gpt-4o,Lukket system 2 (stauder og vedpl.),
1747,dk,550,Lukket system 2 (stauder og vedpl.),Lukket system 2 (stauder og vedpl.),original_name,Lukket system 2 (stauder og vedpl.),
1748,dk,550,"Lukket system 2, stauder",Lukket system 2 (stauder og vedpl.),gpt-4o,Lukket system 2 (stauder og vedpl.),
1749,dk,553,0,Centnergræskar,manual,,
1750,dk,553,Centnergræskar,Centnergræskar,original_name,,
1751,dk,56,0,Vårtriticale,manual,,
1752,dk,56,Vårtriticale,Vårtriticale,original_name,,
1753,dk,560,Containerplads 1 (fr,Containerplads 1 (frugtbuske),gpt-4o,Containerplads 1 (frugtbuske),
1754,dk,560,Containerplads 1 (frugtbuske),Containerplads 1 (frugtbuske),original_name,Containerplads 1 (frugtbuske),
1755,dk,560,"Containerplads 1, frugtbuske",Containerplads 1 (frugtbuske),gpt-4o,Containerplads 1 (frugtbuske),
1756,dk,561,Containerplads 2 (en,Containerplads 2 (en-årige),gpt-4o,Containerplads 2 (en-årige),
1757,dk,561,Containerplads 2 (en-}rige),Containerplads 2 (en-årige),gpt-4o,Containerplads 2 (en-årige),
1758,dk,561,Containerplads 2 (en-årige),Containerplads 2 (en-årige),original_name,Containerplads 2 (en-årige),
1759,dk,561,"Containerplads 2, en-årige",Containerplads 2 (en-årige),gpt-4o,Containerplads 2 (en-årige),
1760,dk,562,Containerplads 3 (st,Containerplads 3 (stauder og vedpl.),gpt-4o,Containerplads 3 (stauder og vedpl.),
1761,dk,562,Containerplads 3 (stauder og vedpl.),Containerplads 3 (stauder og vedpl.),original_name,Containerplads 3 (stauder og vedpl.),
1762,dk,562,"Containerplads 3, stauder",Containerplads 3 (stauder og vedpl.),gpt-4o,Containerplads 3 (stauder og vedpl.),
1763,dk,563,Svampe,"Svampe, champignon",gpt-4o,"Svampe, champignon",
1764,dk,563,"Svampe, champignon","Svampe, champignon",original_name,"Svampe, champignon",
1765,dk,564,0,Containerplads,manual,,
1766,dk,564,Containerplads,Containerplads,original_name,,
1767,dk,576,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,original_name,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,
1768,dk,576,skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,gpt-4o,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,
1769,dk,578,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,original_name,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,
1770,dk,578,Skovrejsning (privat) ? forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,gpt-4o,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,
1771,dk,578,Skovrejsning (privat)  forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,gpt-4o,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,
1772,dk,578,Skovrejsning  forbedring af vandmiljø og grundvandsbeskyttelse,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,gpt-4o,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,
1773,dk,579,"Tagetes, sygdomssane","Tagetes, sygdomssanerende plante",gpt-4o,"Tagetes, sygdomssanerende plante",
1774,dk,579,"Tagetes, sygdomssanerende plante","Tagetes, sygdomssanerende plante",original_name,"Tagetes, sygdomssanerende plante",
1775,dk,580,0,"Skovdrift, alm.",gpt-4o,"Skovdrift, alm.",
1776,dk,580,Anden skovdrift,"Skovdrift, alm.",gpt-4o,"Skovdrift, alm.",
1777,dk,580,"Skovdrift, alm.","Skovdrift, alm.",original_name,"Skovdrift, alm.",
1778,dk,581,0,Nyplantning i skov med træhøjde under 3 m,gpt-4o,Nyplantning i skov med træhøjde under 3 m,
1779,dk,581,Nyplantning i skov m,Nyplantning i skov med træhøjde under 3 m,gpt-4o,Nyplantning i skov med træhøjde under 3 m,
1780,dk,581,Nyplantning i skov med tr{h|jde under 3,Nyplantning i skov med træhøjde under 3 m,gpt-4o,Nyplantning i skov med træhøjde under 3 m,
1781,dk,581,Nyplantning i skov med træhøjde under 3,Nyplantning i skov med træhøjde under 3 m,gpt-4o,Nyplantning i skov med træhøjde under 3 m,
1782,dk,581,Nyplantning i skov med træhøjde under 3 m,Nyplantning i skov med træhøjde under 3 m,original_name,Nyplantning i skov med træhøjde under 3 m,
1783,dk,581,Skovdrift med fjernelse af ved,Nyplantning i skov med træhøjde under 3 m,gpt-4o,Nyplantning i skov med træhøjde under 3 m,
1784,dk,582,0,"Pyntegrønt, økologisk jordbrug",gpt-4o,"Pyntegrønt, økologisk jordbrug",
1785,dk,582,"Pyntegr|nt, |kologisk","Pyntegrønt, økologisk jordbrug",gpt-4o,"Pyntegrønt, økologisk jordbrug",
1786,dk,582,"Pyntegrønt, økologis","Pyntegrønt, økologisk jordbrug",gpt-4o,"Pyntegrønt, økologisk jordbrug",
1787,dk,582,"Pyntegrønt, økologisk","Pyntegrønt, økologisk jordbrug",gpt-4o,"Pyntegrønt, økologisk jordbrug",
1788,dk,582,"Pyntegrønt, økologisk jordbrug","Pyntegrønt, økologisk jordbrug",original_name,"Pyntegrønt, økologisk jordbrug",
1789,dk,583,0,Juletræer og pyntegrønt på landbrugsjord,gpt-4o,Juletræer og pyntegrønt på landbrugsjord,
1790,dk,583,Juletr{er/pyntegr|nt,Juletræer og pyntegrønt på landbrugsjord,gpt-4o,Juletræer og pyntegrønt på landbrugsjord,
1791,dk,583,Juletræer og pyntegr,Juletræer og pyntegrønt på landbrugsjord,gpt-4o,Juletræer og pyntegrønt på landbrugsjord,
1792,dk,583,Juletræer og pyntegrønt,Juletræer og pyntegrønt på landbrugsjord,gpt-4o,Juletræer og pyntegrønt på landbrugsjord,
1793,dk,583,Juletræer og pyntegrønt på landbrugsjord,Juletræer og pyntegrønt på landbrugsjord,original_name,Juletræer og pyntegrønt på landbrugsjord,
1794,dk,583,Juletræer/pyntegrønt,Juletræer og pyntegrønt på landbrugsjord,gpt-4o,Juletræer og pyntegrønt på landbrugsjord,
1795,dk,584,Juletr{er/pyntegr|nt i fredskov,Juletræer og pyntegrønt i fredskov,gpt-4o,Juletræer og pyntegrønt i fredskov,
1796,dk,584,Juletræer i fredsskov,Juletræer og pyntegrønt i fredskov,gpt-4o,Juletræer og pyntegrønt i fredskov,
1797,dk,584,Juletræer og pyntegrønt i fredskov,Juletræer og pyntegrønt i fredskov,original_name,Juletræer og pyntegrønt i fredskov,
1798,dk,585,0,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",gpt-4o,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",
1799,dk,585,Skovrejsning i proje,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",gpt-4o,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",
1800,dk,585,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn","Skovrejsning i projektområde, som ikke er omfattet af tilsagn",original_name,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",
1801,dk,586,Offentlig skovrejsni,"Skovrejsn. på tidl. landbr. 2, forpagtet",gpt-4o,"Skovrejsn. på tidl. landbr. 2, forpagtet",
1802,dk,586,Offentlig skovrejsning,"Skovrejsn. på tidl. landbr. 2, forpagtet",gpt-4o,"Skovrejsn. på tidl. landbr. 2, forpagtet",
1803,dk,586,"Skovrejsn. p} tidl. landbr. 2, forpagtet","Skovrejsn. på tidl. landbr. 2, forpagtet",gpt-4o,"Skovrejsn. på tidl. landbr. 2, forpagtet",
1804,dk,586,"Skovrejsn. på tidl. landbr. 2, forpagtet","Skovrejsn. på tidl. landbr. 2, forpagtet",original_name,"Skovrejsn. på tidl. landbr. 2, forpagtet",
1805,dk,587,Skovrejsning p} tidl. landbrugsjord 3,Skovrejsning på tidl. landbrugsjord 3,gpt-4o,Skovrejsning på tidl. landbrugsjord 3,
1806,dk,587,Skovrejsning på tidl,Skovrejsning på tidl. landbrugsjord 3,gpt-4o,Skovrejsning på tidl. landbrugsjord 3,
1807,dk,587,Skovrejsning på tidl. landbrugsjord 3,Skovrejsning på tidl. landbrugsjord 3,original_name,Skovrejsning på tidl. landbrugsjord 3,
1808,dk,588,Statslig skovrejsnin,Statslig skovrejsning,gpt-4o,Statslig skovrejsning,
1809,dk,588,Statslig skovrejsning,Statslig skovrejsning,original_name,Statslig skovrejsning,
1810,dk,589,0,Bæredygtig skovdrift,gpt-4o,Bæredygtig skovdrift,
1811,dk,589,B{redygtig skovdrift,Bæredygtig skovdrift,gpt-4o,Bæredygtig skovdrift,
1812,dk,589,Bæredygtig skovdrift,Bæredygtig skovdrift,original_name,Bæredygtig skovdrift,
1813,dk,590,Bæredygtig skovdrift,Bæredygtig skovdrift i Natura 2000-område,gpt-4o,Bæredygtig skovdrift i Natura 2000-område,
1814,dk,590,Bæredygtig skovdrift i Natura 2000-område,Bæredygtig skovdrift i Natura 2000-område,original_name,Bæredygtig skovdrift i Natura 2000-område,
1815,dk,591,Lavskov,Lavskov.,gpt-4o,Lavskov.,
1816,dk,591,Lavskov.,Lavskov.,original_name,Lavskov.,
1817,dk,592,0,Pil,manual,,
1818,dk,592,Pil,Pil,original_name,,
1819,dk,593,0,Poppel (0-100 andre træer pr. ha),gpt-4o,Poppel (0-100 andre træer pr. ha),
1820,dk,593,Poppel,Poppel (0-100 andre træer pr. ha),gpt-4o,Poppel (0-100 andre træer pr. ha),
1821,dk,593,Poppel (0-100 andre træer pr. ha),Poppel (0-100 andre træer pr. ha),original_name,Poppel (0-100 andre træer pr. ha),
1822,dk,596,0,Elefantgræs,gpt-4o,Elefantgræs,
1823,dk,596,Elefantgr{s,Elefantgræs,gpt-4o,Elefantgræs,
1824,dk,596,Elefantgræs,Elefantgræs,original_name,Elefantgræs,
1825,dk,597,0,R|rgr{s,gpt-4o,R|rgr{s,
1826,dk,597,R|rgr{s,R|rgr{s,original_name,R|rgr{s,
1827,dk,597,Rørgræs,R|rgr{s,gpt-4o,R|rgr{s,
1828,dk,6,0,"Vårhvede, brødhvede",gpt-4o,"Vårhvede, brødhvede",
1829,dk,6,"V}rhvede, br|dhvede","Vårhvede, brødhvede",gpt-4o,"Vårhvede, brødhvede",
1830,dk,6,"Vårhvede, brødhvede","Vårhvede, brødhvede",original_name,"Vårhvede, brødhvede",
1831,dk,603,MFO - Poppel,MFO - Poppel (0-100 andre træer pr. ha),gpt-4o,MFO - Poppel (0-100 andre træer pr. ha),
1832,dk,603,MFO - Poppel (0-100 andre træer pr. ha),MFO - Poppel (0-100 andre træer pr. ha),original_name,MFO - Poppel (0-100 andre træer pr. ha),
1833,dk,650,0,"Chrysanthemum Garland, frø",gpt-4o,"Chrysanthemum Garland, frø",
1834,dk,650,Chrysanthemum Garlan,"Chrysanthemum Garland, frø",gpt-4o,"Chrysanthemum Garland, frø",
1835,dk,650,"Chrysanthemum Garland, frø","Chrysanthemum Garland, frø",original_name,"Chrysanthemum Garland, frø",
1836,dk,650,Chrysanthemum Garland.,"Chrysanthemum Garland, frø",gpt-4o,"Chrysanthemum Garland, frø",
1837,dk,651,0,Dildfrø.,gpt-4o,Dildfrø.,
1838,dk,651,Dildfr|.,Dildfrø.,gpt-4o,Dildfrø.,
1839,dk,651,Dildfrø,Dildfrø.,gpt-4o,Dildfrø.,
1840,dk,651,Dildfrø.,Dildfrø.,original_name,Dildfrø.,
1841,dk,652,0,Kinesisk kålfrø.,gpt-4o,Kinesisk kålfrø.,
1842,dk,652,Kinesisk k}lfr|.,Kinesisk kålfrø.,gpt-4o,Kinesisk kålfrø.,
1843,dk,652,Kinesisk kålfrø,Kinesisk kålfrø.,gpt-4o,Kinesisk kålfrø.,
1844,dk,652,Kinesisk kålfrø.,Kinesisk kålfrø.,original_name,Kinesisk kålfrø.,
1845,dk,653,0,Karsefrø.,gpt-4o,Karsefrø.,
1846,dk,653,Karsefr|.,Karsefrø.,gpt-4o,Karsefrø.,
1847,dk,653,Karsefrø,Karsefrø.,gpt-4o,Karsefrø.,
1848,dk,653,Karsefrø.,Karsefrø.,original_name,Karsefrø.,
1849,dk,654,0,Rucolafrø,manual,,
1850,dk,654,Rucolafrø,Rucolafrø,original_name,,
1851,dk,655,0,Radissefrø (inklusiv olieræddikefrø),gpt-4o,Radissefrø (inklusiv olieræddikefrø),
1852,dk,655,Radisefrø (inklusiv olieræddikefrø),Radissefrø (inklusiv olieræddikefrø),gpt-4o,Radissefrø (inklusiv olieræddikefrø),
1853,dk,655,Radisfr|.,Radissefrø (inklusiv olieræddikefrø),gpt-4o,Radissefrø (inklusiv olieræddikefrø),
1854,dk,655,Radisfrø.,Radissefrø (inklusiv olieræddikefrø),gpt-4o,Radissefrø (inklusiv olieræddikefrø),
1855,dk,655,Radissefrø,Radissefrø (inklusiv olieræddikefrø),gpt-4o,Radissefrø (inklusiv olieræddikefrø),
1856,dk,655,Radissefrø (inklusiv olieræddikefrø),Radissefrø (inklusiv olieræddikefrø),original_name,Radissefrø (inklusiv olieræddikefrø),
1857,dk,656,"Bladbedefr|, r|dbedefr|","Bladbedefrø, rødbede",gpt-4o,"Bladbedefrø, rødbede",
1858,dk,656,"Bladbedefrø, rødbede","Bladbedefrø, rødbede",original_name,"Bladbedefrø, rødbede",
1859,dk,656,"Bladbedefrø, rødbedefrø","Bladbedefrø, rødbede",gpt-4o,"Bladbedefrø, rødbede",
1860,dk,658,Gulerodsfrø,Guler|dderfr|,gpt-4o,Guler|dderfr|,
1861,dk,658,Guler|dderfr|,Guler|dderfr|,original_name,Guler|dderfr|,
1862,dk,659,0,Kålfrø (hvid- og rødkål),gpt-4o,Kålfrø (hvid- og rødkål),
1863,dk,659,K}lfr| (hvid- og r|dk}lfr|),Kålfrø (hvid- og rødkål),gpt-4o,Kålfrø (hvid- og rødkål),
1864,dk,659,Kålfrø (hvid- og rød,Kålfrø (hvid- og rødkål),gpt-4o,Kålfrø (hvid- og rødkål),
1865,dk,659,Kålfrø (hvid- og rødkål),Kålfrø (hvid- og rødkål),original_name,Kålfrø (hvid- og rødkål),
1866,dk,659,Kålfrø (hvid- og rødkålfrø),Kålfrø (hvid- og rødkål),gpt-4o,Kålfrø (hvid- og rødkål),
1867,dk,660,0,Persillefrø,gpt-4o,Persillefrø,
1868,dk,660,Persillefr|,Persillefrø,gpt-4o,Persillefrø,
1869,dk,660,Persillefrø,Persillefrø,original_name,Persillefrø,
1870,dk,661,0,K|rvelfr|,gpt-4o,K|rvelfr|,
1871,dk,661,K|rvelfr|,K|rvelfr|,original_name,K|rvelfr|,
1872,dk,661,Kørvelfrø,K|rvelfr|,gpt-4o,K|rvelfr|,
1873,dk,662,0,Majroefr|,gpt-4o,Majroefr|,
1874,dk,662,Majroefr|,Majroefr|,original_name,Majroefr|,
1875,dk,662,Majroefrø,Majroefr|,gpt-4o,Majroefr|,
1876,dk,664,Skorzonerrod/skorzonerrodfrø,Skorzonerrodfrø.,gpt-4o,Skorzonerrodfrø.,
1877,dk,664,Skorzonerrodfr|.,Skorzonerrodfrø.,gpt-4o,Skorzonerrodfrø.,
1878,dk,664,Skorzonerrodfrø,Skorzonerrodfrø.,gpt-4o,Skorzonerrodfrø.,
1879,dk,664,Skorzonerrodfrø.,Skorzonerrodfrø.,original_name,Skorzonerrodfrø.,
1880,dk,665,Havrerodfr|,Havrerodfrø,gpt-4o,Havrerodfrø,
1881,dk,665,Havrerodfrø,Havrerodfrø,original_name,Havrerodfrø,
1882,dk,666,0,Purløgfrø,gpt-4o,Purløgfrø,
1883,dk,666,Purl|gfr|,Purløgfrø,gpt-4o,Purløgfrø,
1884,dk,666,Purløgfrø,Purløgfrø,original_name,Purløgfrø,
1885,dk,666,Purløgsfrø,Purløgfrø,gpt-4o,Purløgfrø,
1886,dk,667,0,Timianfr|,gpt-4o,Timianfr|,
1887,dk,667,Timianfr|,Timianfr|,original_name,Timianfr|,
1888,dk,667,Timianfrø,Timianfr|,gpt-4o,Timianfr|,
1889,dk,668,0,Blomsterfrø,gpt-4o,Blomsterfrø,
1890,dk,668,Blomsterfr|,Blomsterfrø,gpt-4o,Blomsterfrø,
1891,dk,668,Blomsterfrø,Blomsterfrø,original_name,Blomsterfrø,
1892,dk,669,Andet havefr|,Andet havefrø,gpt-4o,Andet havefrø,
1893,dk,669,Andet havefrø,Andet havefrø,original_name,Andet havefrø,
